CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CM,29-03-2020,612,3698,403,83,0
CM,30-03-2020,566,4187,408,86,0
CM,31-03-2020,623,4590,417,66,0
CM,01-04-2020,635,4982,424,80,0
CM,02-04-2020,841,5306,431,62,0
CM,03-04-2020,801,5556,437,73,0
CM,04-04-2020,707,5774,441,66,0
CM,05-04-2020,571,5967,445,77,0
CM,06-04-2020,475,6203,451,45,0
CM,07-04-2020,711,6449,454,78,0
CM,08-04-2020,701,6622,460,67,0
CM,09-04-2020,574,6803,466,109,0
CM,10-04-2020,393,6907,470,52,0
CM,11-04-2020,242,7040,473,60,0
CM,12-04-2020,356,7782,475,83,0
CM,13-04-2020,275,7830,486,88,0
CM,14-04-2020,351,7896,495,41,0
CM,15-04-2020,471,7987,503,41,0
CM,16-04-2020,846,8018,511,56,0
CM,17-04-2020,352,8093,514,61,0
CM,18-04-2020,0,8137,518,50,0
CM,19-04-2020,137,8173,531,58,0
CM,20-04-2020,211,8199,534,54,0
CM,21-04-2020,117,8243,537,65,0
CM,22-04-2020,75,8304,546,48,0
CM,23-04-2020,237,8342,553,67,0
CM,24-04-2020,144,8385,559,37,0
CM,25-04-2020,100,8417,565,38,0
CM,26-04-2020,55,8444,579,35,0
CM,27-04-2020,42,8464,584,31,0
CM,28-04-2020,79,8523,588,40,0
CM,29-04-2020,47,8567,592,27,0
CM,30-04-2020,78,8618,596,35,0
CM,01-05-2020,57,8645,601,36,0
CM,02-05-2020,50,8676,604,31,0
CM,03-05-2020,33,8698,606,25,0
CM,04-05-2020,30,8725,609,26,0
CM,05-05-2020,64,8765,612,31,0
CM,06-05-2020,40,8796,613,30,0
CM,07-05-2020,53,8828,617,36,0
CM,08-05-2020,41,8867,621,25,0
CM,09-05-2020,65,8895,623,21,0
CM,10-05-2020,44,8918,624,27,0
CM,11-05-2020,44,8940,629,25,0
CM,12-05-2020,22,8963,632,24,0
CM,13-05-2020,17,8980,634,17,0
CM,14-05-2020,43,9001,635,18,0
CM,15-05-2020,74,9027,636,13,0
CM,16-05-2020,31,9054,637,10,0
CM,17-05-2020,30,9066,637,5,0
CM,18-05-2020,29,9082,638,2,0
CM,19-05-2020,62,9122,639,13,0
CM,20-05-2020,50,9138,639,6,0
CL,20-02-2020,0,0,0,0,0
CL,21-02-2020,0,0,0,0,0
CL,22-02-2020,0,0,0,0,0
CL,23-02-2020,0,0,0,0,0
CL,24-02-2020,0,0,0,0,0
CL,25-02-2020,0,0,0,0,0
CL,26-02-2020,0,0,0,0,0
CL,27-02-2020,2,0,0,0,0
CL,28-02-2020,0,0,0,0,0
CL,29-02-2020,1,0,0,0,0
CL,01-03-2020,0,0,0,0,0
CL,02-03-2020,5,0,0,0,0
CL,03-03-2020,3,0,0,0,0
CL,04-03-2020,0,0,0,0,0
CL,05-03-2020,3,0,0,0,0
CL,06-03-2020,0,0,0,0,0
CL,07-03-2020,8,0,0,0,0
CL,08-03-2020,1,0,2,0,0
CL,09-03-2020,33,0,2,0,0
CL,10-03-2020,15,24,5,0,0
CL,11-03-2020,21,25,7,0,0
CL,12-03-2020,77,25,8,1,0
CL,13-03-2020,54,25,15,2,0
CL,14-03-2020,69,45,22,3,0
CL,15-03-2020,42,95,29,3,0
CL,16-03-2020,97,95,36,3,0
CL,17-03-2020,237,281,50,10,0
CL,18-03-2020,200,362,63,7,0
CL,19-03-2020,279,476,75,14,0
CL,20-03-2020,319,629,96,12,0
CL,21-03-2020,278,798,111,19,0
CL,22-03-2020,311,977,130,28,0
CL,23-03-2020,405,1197,151,22,0
CL,24-03-2020,480,1457,179,41,0
CL,25-03-2020,548,1823,198,41,0
CL,26-03-2020,644,2214,215,46,0
CL,27-03-2020,659,2648,238,69,0
CL,28-03-2020,623,3160,261,59,0
CL,29-03-2020,387,3411,272,62,0
CL,30-03-2020,410,3629,294,74,0
CL,31-03-2020,636,3951,318,69,0
CL,01-04-2020,508,4207,332,56,0
CL,02-04-2020,520,4472,342,82,0
CL,03-04-2020,457,4685,351,63,0
CL,04-04-2020,417,4905,361,61,0
CL,05-04-2020,367,5041,368,72,0
CL,06-04-2020,465,5180,375,63,0
CL,07-04-2020,477,5322,386,46,0
CL,08-04-2020,460,5523,399,54,0
CL,09-04-2020,584,5674,407,47,0
CL,10-04-2020,441,5817,414,51,0
CL,11-04-2020,575,5957,418,41,0
CL,12-04-2020,510,6077,423,42,0
CL,13-04-2020,552,6175,432,36,0
CL,14-04-2020,517,6306,440,38,0
CL,15-04-2020,683,6449,445,35,0
CL,16-04-2020,523,6518,449,29,0
CL,17-04-2020,390,6831,495,28,0
CL,18-04-2020,0,6981,498,29,0
CL,19-04-2020,137,7080,501,35,0
CL,20-04-2020,170,7174,503,28,0
CL,21-04-2020,190,7264,505,33,0
CL,22-04-2020,369,7397,508,28,0
CL,23-04-2020,182,7506,510,30,0
CL,24-04-2020,298,7555,511,27,0
CL,25-04-2020,232,7653,515,27,0
CL,26-04-2020,182,7703,518,24,0
CL,27-04-2020,185,7777,522,20,0
CL,28-04-2020,101,7854,524,26,0
CL,29-04-2020,195,7957,528,16,0
CL,30-04-2020,108,8010,531,18,0
CL,01-05-2020,172,8054,531,18,0
CL,02-05-2020,118,8085,533,12,0
CL,03-05-2020,51,8123,534,18,0
CL,04-05-2020,95,8153,537,14,0
CL,05-05-2020,91,8246,538,15,0
CL,06-05-2020,105,8300,541,17,0
CL,07-05-2020,91,8357,543,12,0
CL,08-05-2020,106,8394,546,9,0
CL,09-05-2020,130,8468,546,12,0
CL,10-05-2020,43,8482,547,8,0
CL,11-05-2020,53,8493,547,9,0
CL,12-05-2020,57,8517,547,5,0
CL,13-05-2020,68,8560,548,6,0
CL,14-05-2020,99,8595,548,5,0
CL,15-05-2020,97,8649,549,10,0
CL,16-05-2020,101,8690,550,6,0
CL,17-05-2020,42,8717,551,7,0
CL,18-05-2020,37,8729,551,7,0
CL,19-05-2020,37,8734,555,0,0
CL,20-05-2020,41,8735,561,0,0
CT,20-02-2020,0,0,0,0,0
CT,21-02-2020,0,0,0,0,0
CT,22-02-2020,0,0,0,0,0
CT,23-02-2020,0,0,0,0,0
CT,24-02-2020,0,0,0,0,0
CT,25-02-2020,1,0,0,0,0
CT,26-02-2020,1,0,0,0,0
CT,27-02-2020,1,0,0,0,0
CT,28-02-2020,2,0,0,0,0
CT,29-02-2020,1,0,0,0,0
CT,01-03-2020,9,0,0,0,0
CT,02-03-2020,0,0,0,0,0
CT,03-03-2020,0,0,0,0,0
CT,04-03-2020,9,0,0,0,0
CT,05-03-2020,0,0,0,0,0
CT,06-03-2020,0,0,0,0,0
CT,07-03-2020,25,0,0,0,0
CT,08-03-2020,10,16,5,2,0
CT,09-03-2020,23,31,7,0,0
CT,10-03-2020,41,50,8,1,0
CT,11-03-2020,79,74,16,3,0
CT,12-03-2020,147,137,22,3,0
CT,13-03-2020,209,200,29,4,0
CT,14-03-2020,184,287,40,2,0
CT,15-03-2020,275,375,52,5,0
CT,16-03-2020,397,525,73,3,0
CT,17-03-2020,452,679,101,10,0
CT,18-03-2020,836,825,118,20,0
CT,19-03-2020,568,994,175,40,0
CT,20-03-2020,933,1681,271,50,0
CT,21-03-2020,843,1917,290,39,0
CT,22-03-2020,701,2158,308,17,0
CT,23-03-2020,2117,3209,471,94,0
CT,24-03-2020,2073,4349,713,92,0
CT,25-03-2020,1655,5371,764,116,0
CT,26-03-2020,1348,6714,972,184,0
CT,27-03-2020,1323,7954,1036,142,0
CT,28-03-2020,762,8447,1080,77,0
CT,29-03-2020,1079,9126,1150,79,0
CT,30-03-2020,2416,9925,1218,233,0
CT,31-03-2020,1471,11446,1345,242,0
CT,01-04-2020,1813,12398,1415,171,0
CT,02-04-2020,1656,13101,1482,155,0
CT,03-04-2020,1274,14251,1569,144,0
CT,04-04-2020,1298,14798,1653,125,0
CT,05-04-2020,792,15258,1685,114,0
CT,06-04-2020,1499,15643,1740,162,0
CT,07-04-2020,1324,16235,1829,133,0
CT,08-04-2020,1396,16970,1946,205,0
CT,09-04-2020,781,17780,1966,120,0
CT,10-04-2020,1160,18194,1989,90,0
CT,11-04-2020,1043,18772,2018,98,0
CT,12-04-2020,699,18963,2084,130,0
CT,13-04-2020,471,19224,2102,96,0
CT,14-04-2020,1308,20264,2189,252,0
CT,15-04-2020,849,20553,2252,165,0
CT,16-04-2020,962,21242,2305,134,0
CT,17-04-2020,1627,22013,2349,127,0
CT,18-04-2020,505,22235,2395,54,0
CT,19-04-2020,1228,22375,2409,76,0
CT,20-04-2020,1436,22796,2437,143,0
CT,21-04-2020,690,23295,2460,95,0
CT,22-04-2020,1090,23647,2478,96,0
CT,23-04-2020,652,24130,2569,50,0
CT,24-04-2020,717,24420,2576,105,0
CT,25-04-2020,550,25665,2583,68,0
CT,26-04-2020,944,25799,2724,133,0
CT,27-04-2020,403,26230,2750,109,0
CT,28-04-2020,496,26546,2768,97,0
CT,29-04-2020,262,26763,2784,70,0
CT,30-04-2020,391,26932,2795,86,0
CT,01-05-2020,543,27049,2811,76,0
CT,02-05-2020,384,27257,2844,48,0
CT,03-05-2020,132,27321,2847,35,0
CT,04-05-2020,405,27745,2856,50,0
CT,05-05-2020,153,28085,2871,75,0
CT,06-05-2020,266,28248,2891,49,0
CT,07-05-2020,543,28608,2949,77,0
CT,08-05-2020,202,28687,2950,36,0
CT,09-05-2020,227,28784,2951,25,0
CT,10-05-2020,2645,28820,2952,23,0
CT,11-05-2020,337,29138,2952,66,0
CT,12-05-2020,143,29267,2953,71,0
CT,13-05-2020,26,29305,2954,131,0
CT,14-05-2020,249,29339,2955,59,0
CT,15-05-2020,123,29339,2956,33,0
CT,16-05-2020,139,29400,2957,29,0
CT,17-05-2020,97,29421,2957,12,0
CT,18-05-2020,0,29459,2960,25,0
CT,19-05-2020,63,29497,2969,40,0
CT,20-05-2020,0,29497,2969,0,0
CE,20-02-2020,0,0,0,0,0
CE,21-02-2020,0,0,0,0,0
CE,22-02-2020,0,0,0,0,0
CE,23-02-2020,0,0,0,0,0
CE,24-02-2020,0,0,0,0,0
CE,25-02-2020,0,0,0,0,0
CE,26-02-2020,0,0,0,0,0
CE,27-02-2020,0,0,0,0,0
CE,28-02-2020,0,0,0,0,0
CE,29-02-2020,0,0,0,0,0
CE,01-03-2020,0,0,0,0,0
CE,02-03-2020,0,0,0,0,0
CE,03-03-2020,0,0,0,0,0
CE,04-03-2020,0,0,0,0,0
CE,05-03-2020,0,0,0,0,0
CE,06-03-2020,0,0,0,0,0
CE,07-03-2020,0,0,0,0,0
CE,08-03-2020,0,0,0,0,0
CE,09-03-2020,0,0,0,0,0
CE,10-03-2020,0,0,0,0,0
CE,11-03-2020,0,0,0,0,0
CE,12-03-2020,0,0,0,0,0
CE,13-03-2020,0,0,0,0,0
CE,14-03-2020,1,0,0,0,0
CE,15-03-2020,0,0,0,0,0
CE,16-03-2020,0,0,0,0,0
CE,17-03-2020,0,0,0,0,0
CE,18-03-2020,0,0,0,0,0
CE,19-03-2020,4,0,0,0,0
CE,20-03-2020,0,0,0,0,0
CE,21-03-2020,0,0,0,0,0
CE,22-03-2020,1,0,0,0,0
CE,23-03-2020,0,0,0,0,0
CE,24-03-2020,3,2,1,0,0
CE,25-03-2020,1,2,2,0,0
CE,26-03-2020,7,2,2,0,0
CE,27-03-2020,0,2,2,1,0
CE,28-03-2020,4,2,2,0,0
CE,29-03-2020,4,2,2,0,0
CE,30-03-2020,9,3,3,0,0
CE,31-03-2020,17,6,3,0,0
CE,01-04-2020,4,7,3,0,0
CE,02-04-2020,7,8,3,0,0
CE,03-04-2020,11,8,4,0,0
CE,04-04-2020,10,9,4,1,0
CE,05-04-2020,0,9,4,1,0
CE,06-04-2020,0,9,4,1,0
CE,07-04-2020,1,9,4,0,0
CE,08-04-2020,0,9,4,0,0
CE,09-04-2020,7,9,4,0,0
CE,10-04-2020,2,9,4,0,0
CE,11-04-2020,0,9,4,0,0
CE,12-04-2020,2,9,4,0,0
CE,13-04-2020,1,9,4,0,0
CE,14-04-2020,2,9,4,0,0
CE,15-04-2020,0,9,4,0,0
CE,16-04-2020,0,9,4,0,0
CE,17-04-2020,2,9,4,0,0
CE,18-04-2020,0,9,4,0,0
CE,19-04-2020,0,9,4,0,0
CE,20-04-2020,0,9,4,0,0
CE,21-04-2020,0,9,4,0,0
CE,22-04-2020,0,9,4,0,0
CE,23-04-2020,0,10,4,0,0
CE,24-04-2020,0,10,4,0,0
CE,25-04-2020,0,10,4,0,0
CE,26-04-2020,0,10,4,0,0
CE,27-04-2020,0,10,4,0,0
CE,28-04-2020,1,10,4,0,0
CE,29-04-2020,0,10,4,0,0
CE,30-04-2020,0,10,4,0,0
CE,01-05-2020,0,10,4,0,0
CE,02-05-2020,0,10,4,0,0
CE,03-05-2020,0,10,4,0,0
CE,04-05-2020,0,10,4,0,0
CE,05-05-2020,8,10,4,0,0
CE,06-05-2020,0,10,4,0,0
CE,07-05-2020,0,11,4,0,0
CE,08-05-2020,1,11,4,0,0
CE,09-05-2020,0,11,4,0,0
CE,10-05-2020,0,11,4,0,0
CE,11-05-2020,4,11,4,0,0
CE,12-05-2020,0,11,4,0,0
CE,13-05-2020,2,11,4,0,0
CE,14-05-2020,0,11,4,0,0
CE,15-05-2020,0,11,4,0,0
CE,16-05-2020,0,11,4,0,0
CE,17-05-2020,0,11,4,0,0
CE,18-05-2020,1,11,4,0,0
CE,19-05-2020,2,11,4,0,0
CE,20-05-2020,0,11,4,0,0
VC,20-02-2020,0,26,0,0,0
VC,21-02-2020,0,30,1,0,0
VC,22-02-2020,0,33,1,0,0
VC,23-02-2020,0,38,2,0,0
VC,24-02-2020,0,49,2,0,0
VC,25-02-2020,1,58,2,0,0
VC,26-02-2020,1,63,3,0,0
VC,27-02-2020,6,73,3,0,0
VC,28-02-2020,2,78,3,0,0
VC,29-02-2020,5,85,3,0,0
VC,01-03-2020,0,88,3,0,0
VC,02-03-2020,0,93,3,0,0
VC,03-03-2020,4,105,5,0,0
VC,04-03-2020,0,117,6,0,0
VC,05-03-2020,11,130,8,0,0
VC,06-03-2020,0,138,8,0,0
VC,07-03-2020,7,146,9,0,0
VC,08-03-2020,0,153,9,1,0
VC,09-03-2020,13,171,10,0,0
VC,10-03-2020,15,200,12,0,0
VC,11-03-2020,11,232,15,0,0
VC,12-03-2020,18,271,22,0,0
VC,13-03-2020,36,307,29,3,0
VC,14-03-2020,279,339,37,1,0
VC,15-03-2020,0,390,47,0,0
VC,16-03-2020,132,456,52,8,0
VC,17-03-2020,185,530,65,9,0
VC,18-03-2020,195,647,85,2,0
VC,19-03-2020,184,777,101,9,0
VC,20-03-2020,258,947,129,17,0
VC,21-03-2020,241,1136,152,19,0
VC,22-03-2020,297,1311,181,25,0
VC,23-03-2020,266,1562,222,21,0
VC,24-03-2020,449,1842,255,28,0
VC,25-03-2020,584,2097,289,24,0
VC,26-03-2020,332,2357,325,31,0
VC,27-03-2020,502,2606,348,36,0
VC,28-03-2020,750,2773,375,33,0
VC,29-03-2020,326,2914,393,43,0
VC,30-03-2020,398,3111,416,29,0
VC,31-03-2020,414,3253,434,56,0
VC,01-04-2020,386,3389,449,48,0
VC,02-04-2020,316,3492,460,68,0
VC,03-04-2020,277,3560,470,60,0
VC,04-04-2020,283,3620,478,42,0
VC,05-04-2020,150,3668,487,24,0
VC,06-04-2020,109,3698,492,35,0
VC,07-04-2020,212,3713,496,52,0
VC,08-04-2020,309,3815,541,43,0
VC,09-04-2020,367,3987,561,29,0
VC,10-04-2020,247,4132,565,22,0
VC,11-04-2020,263,4149,567,20,0
VC,12-04-2020,219,4269,576,38,0
VC,13-04-2020,153,4397,581,31,0
VC,14-04-2020,211,4465,588,38,0
VC,15-04-2020,191,4524,625,27,0
VC,16-04-2020,0,4605,632,27,0
VC,17-04-2020,98,4708,636,43,0
VC,18-04-2020,73,4781,643,23,0
VC,19-04-2020,51,4827,646,14,0
VC,20-04-2020,42,4866,648,10,0
VC,21-04-2020,75,4896,649,17,0
VC,22-04-2020,44,4917,650,18,0
VC,23-04-2020,70,4945,651,23,0
VC,24-04-2020,127,4978,653,25,0
VC,25-04-2020,94,5013,654,14,0
VC,26-04-2020,20,5032,656,3,0
VC,27-04-2020,24,5046,659,11,0
VC,28-04-2020,32,5072,662,18,0
VC,29-04-2020,95,5096,663,18,0
VC,30-04-2020,16,5126,694,9,0
VC,01-05-2020,205,5153,695,13,0
VC,02-05-2020,11,5181,698,6,0
VC,03-05-2020,12,5204,700,5,0
VC,04-05-2020,42,5214,701,10,0
VC,05-05-2020,42,5225,701,12,0
VC,06-05-2020,35,5252,704,12,0
VC,07-05-2020,31,5287,706,6,0
VC,08-05-2020,35,5317,709,6,0
VC,09-05-2020,10,5354,716,8,0
VC,10-05-2020,6,5355,716,7,0
VC,11-05-2020,17,5360,717,6,0
VC,12-05-2020,23,5370,717,5,0
VC,13-05-2020,16,5389,717,8,0
VC,14-05-2020,27,5415,721,9,0
VC,15-05-2020,26,5435,722,7,0
VC,16-05-2020,29,5454,723,1,0
VC,17-05-2020,12,5469,725,4,0
VC,18-05-2020,1,5738,727,6,0
VC,19-05-2020,22,5742,727,2,0
VC,20-05-2020,38,5747,730,5,0
EX,20-02-2020,0,0,0,0,0
EX,21-02-2020,0,0,0,0,0
EX,22-02-2020,0,0,0,0,0
EX,23-02-2020,0,0,0,0,0
EX,24-02-2020,0,0,0,0,0
EX,25-02-2020,0,0,0,0,0
EX,26-02-2020,0,0,0,0,0
EX,27-02-2020,0,0,0,0,0
EX,28-02-2020,0,0,0,0,0
EX,29-02-2020,4,0,0,0,0
EX,01-03-2020,2,0,0,0,0
EX,02-03-2020,0,0,0,0,0
EX,03-03-2020,0,0,0,0,0
EX,04-03-2020,0,0,0,0,0
EX,05-03-2020,0,0,0,0,0
EX,06-03-2020,0,0,0,0,0
EX,07-03-2020,0,0,0,0,0
EX,08-03-2020,1,0,0,0,0
EX,09-03-2020,1,0,0,0,0
EX,10-03-2020,1,1,1,1,0
EX,11-03-2020,10,3,1,0,0
EX,12-03-2020,20,3,1,0,0
EX,13-03-2020,27,3,1,1,0
EX,14-03-2020,29,7,1,0,0
EX,15-03-2020,16,9,2,0,0
EX,16-03-2020,42,13,5,1,0
EX,17-03-2020,41,22,6,3,0
EX,18-03-2020,47,33,9,2,0
EX,19-03-2020,56,50,12,2,0
EX,20-03-2020,57,67,13,2,0
EX,21-03-2020,30,97,24,2,0
EX,22-03-2020,109,105,33,4,0
EX,23-03-2020,143,113,40,8,0
EX,24-03-2020,106,217,48,13,0
EX,25-03-2020,227,291,52,19,0
EX,26-03-2020,262,344,54,11,0
EX,27-03-2020,163,406,58,19,0
EX,28-03-2020,62,467,67,12,0
EX,29-03-2020,104,505,71,6,0
EX,30-03-2020,68,561,77,27,0
EX,31-03-2020,51,600,82,19,0
EX,01-04-2020,158,649,83,29,0
EX,02-04-2020,56,706,85,19,0
EX,03-04-2020,86,747,88,8,0
EX,04-04-2020,68,768,91,10,0
EX,05-04-2020,21,808,93,10,0
EX,06-04-2020,48,817,96,30,0
EX,07-04-2020,68,852,98,13,0
EX,08-04-2020,89,958,99,12,0
EX,09-04-2020,59,1003,101,5,0
EX,10-04-2020,154,1052,104,15,0
EX,11-04-2020,94,1074,106,9,0
EX,12-04-2020,78,1096,107,9,0
EX,13-04-2020,26,1114,107,13,0
EX,14-04-2020,78,1155,107,8,0
EX,15-04-2020,0,1186,107,17,0
EX,16-04-2020,75,1212,107,13,0
EX,17-04-2020,7,1240,107,8,0
EX,18-04-2020,10,1278,107,4,0
EX,19-04-2020,19,1306,107,5,0
EX,20-04-2020,0,1327,107,8,0
EX,21-04-2020,0,1349,107,7,0
EX,22-04-2020,23,1375,107,3,0
EX,23-04-2020,3,1413,107,4,0
EX,24-04-2020,0,1447,107,5,0
EX,25-04-2020,18,1480,107,6,0
EX,26-04-2020,13,1490,107,6,0
EX,27-04-2020,2,1505,107,5,0
EX,28-04-2020,13,1526,107,7,0
EX,29-04-2020,21,1550,108,6,0
EX,30-04-2020,26,1565,108,5,0
EX,01-05-2020,13,1592,108,7,0
EX,02-05-2020,20,1603,108,2,0
EX,03-05-2020,5,1618,108,0,0
EX,04-05-2020,3,1629,108,2,0
EX,05-05-2020,13,1650,108,1,0
EX,06-05-2020,12,1664,108,4,0
EX,07-05-2020,23,1678,109,5,0
EX,08-05-2020,7,1695,109,5,0
EX,09-05-2020,5,1711,109,3,0
EX,10-05-2020,6,1725,109,3,0
EX,11-05-2020,1,1737,109,4,0
EX,12-05-2020,2,1754,109,2,0
EX,13-05-2020,4,1761,109,3,0
EX,14-05-2020,8,1772,109,2,0
EX,15-05-2020,11,1772,109,3,0
EX,16-05-2020,3,1775,110,3,0
EX,17-05-2020,1,1775,110,0,0
EX,18-05-2020,90,1779,110,4,0
EX,19-05-2020,2,1780,110,0,0
EX,20-05-2020,2,1780,110,1,0
GA,20-02-2020,0,0,0,0,0
GA,21-02-2020,0,0,0,0,0
GA,22-02-2020,0,0,0,0,0
GA,23-02-2020,0,0,0,0,0
GA,24-02-2020,0,0,0,0,0
GA,25-02-2020,0,0,0,0,0
GA,26-02-2020,0,0,0,0,0
GA,27-02-2020,0,0,0,0,0
GA,28-02-2020,0,0,0,0,0
GA,29-02-2020,0,0,0,0,0
GA,01-03-2020,0,0,0,0,0
GA,02-03-2020,0,0,0,0,0
GA,03-03-2020,1,0,0,0,0
GA,04-03-2020,0,0,0,0,0
GA,05-03-2020,2,0,0,0,0
GA,06-03-2020,0,0,0,0,0
GA,07-03-2020,2,0,0,0,0
GA,08-03-2020,1,0,2,0,0
GA,09-03-2020,16,0,2,0,0
GA,10-03-2020,13,7,2,0,0
GA,11-03-2020,0,7,2,0,0
GA,12-03-2020,50,15,6,0,0
GA,13-03-2020,30,32,6,0,0
GA,14-03-2020,80,32,6,2,0
GA,15-03-2020,50,49,8,0,0
GA,16-03-2020,47,49,12,1,0
GA,17-03-2020,49,63,17,0,0
GA,18-03-2020,112,100,24,1,0
GA,19-03-2020,125,138,34,1,0
GA,20-03-2020,161,168,40,4,0
GA,21-03-2020,176,227,50,3,0
GA,22-03-2020,293,270,62,6,0
GA,23-03-2020,207,338,78,2,0
GA,24-03-2020,238,412,100,7,0
GA,25-03-2020,262,503,107,5,0
GA,26-03-2020,407,557,122,11,0
GA,27-03-2020,450,906,141,4,0
GA,28-03-2020,367,1043,159,13,0
GA,29-03-2020,584,1147,176,6,0
GA,30-03-2020,316,1250,189,18,0
GA,31-03-2020,393,1338,203,19,0
GA,01-04-2020,410,1447,212,17,0
GA,02-04-2020,377,1630,219,18,0
GA,03-04-2020,406,1767,229,21,0
GA,04-04-2020,319,1831,237,15,0
GA,05-04-2020,207,1916,245,16,0
GA,06-04-2020,180,1968,253,14,0
GA,07-04-2020,207,2014,256,9,0
GA,08-04-2020,220,2094,260,18,0
GA,09-04-2020,188,2165,263,12,0
GA,10-04-2020,230,2215,264,18,0
GA,11-04-2020,160,2306,267,13,0
GA,12-04-2020,158,2344,275,10,0
GA,13-04-2020,103,2403,280,6,0
GA,14-04-2020,111,2471,282,9,0
GA,15-04-2020,165,2494,282,11,0
GA,16-04-2020,140,2535,290,10,0
GA,17-04-2020,71,2554,291,14,0
GA,18-04-2020,101,2590,294,12,0
GA,19-04-2020,114,2609,296,6,0
